geocoded_address,geocoded_city,geocoded_state,geocoded_zipcode,geocoded_latitude,geocoded_longitude
22123,1412 Hunters Branch Rd,Antioch,TN,37013,-86.71144,36.03081
22124,213 Collinwood Cor,Antioch,TN,37013,-86.71011,36.03031
22125,941 Fallview Trl,Nashville,TN,37211,-86.71813,36.023563
22126,2760 Call Hill Rd,Nashville,TN,37211,-86.72097,36.023304
22127,5632 Seesaw Rd,Nashville,TN,37211,-86.71993,36.026497
22128,7009 Lenox Village Dr,Nashville,TN,37211,-86.70924,36.025814
22129,,,,,,
22130,,,,,,
22131,,,,,,
22132,601 Redleaf Ridge Cir,Nashville,TN,37211,-86.740845,36.019047
22133,4529 Winfield Dr,Nashville,TN,37211,-86.735245,36.016766
22134,1333 Wexford Downs Ln,Nashville,TN,37211,-86.737045,36.01944
22135,1213 Holt Hills Ct,Nashville,TN,37211,-86.72512,36.016315
22136,2404 Rollett Ct,Nashville,TN,37211,-86.72998,36.018356
22137,629 Monte Carlo Dr,Antioch,TN,37013,-86.70973,36.034863
22138,645 Monte Carlo Dr,Antioch,TN,37013,-86.70896,36.0355
22139,726 Ridgeview Ct,Antioch,TN,37013,-86.70879,36.033802
22140,428 Barkley Ct,Antioch,TN,37013,-86.67842,36.03617
22141,5140 W Oak Highland Dr,Antioch,TN,37013,-86.682014,36.03563
22142,5485 Oak Chase Dr,Antioch,TN,37013,-86.6798,36.0327
22143,1309 Napa Pt E,Antioch,TN,37013,-86.682915,36.034943
22144,1404 Napa Pt W,Antioch,TN,37013,-86.68306,36.034958
22145,6017 Blue Hole Way,Antioch,TN,37013,-86.676186,36.03363
22146,6100 Blue Hole Ct,Antioch,TN,37013,-86.67614,36.033707
22147,2018 Shaylin Loop,Antioch,TN,37013,-86.70373,36.03213
22148,2002 Shaylin Loop,Antioch,TN,37013,-86.703766,36.031868
22149,1829 Shaylin Loop,Antioch,TN,37013,-86.70615,36.03308
22150,1732 Red Jacket Dr,Antioch,TN,37013,-86.7053,36.031853
22151,1752 Red Jacket Dr,Antioch,TN,37013,-86.7053,36.03231
22152,1776 Red Jacket Dr,Antioch,TN,37013,-86.70526,36.032837
22153,5637 Deer Valley Trl,Antioch,TN,37013,-86.68029,36.030884
22154,7623 Leveson Way,Nashville,TN,37211,-86.71013,36.024727
22155,628 St Jules Ln,Nashville,TN,37211,-86.70971,36.025257
22156,6925 Sunnywood Dr,Nashville,TN,37211,-86.70149,36.016632
22157,7125 Sunnywood Dr,Nashville,TN,37211,-86.70798,36.023323
22158,8309 Saint Danasus Dr,Nashville,TN,37211,-86.70825,36.025024
22159,8319 Saint Danasus Dr,Nashville,TN,37211,-86.707886,36.025063
22160,7093 Sunnywood Dr,Nashville,TN,37211,-86.7077,36.02288
22161,900 Tote Ln,Nashville,TN,37211,-86.70684,36.021847
22162,916 Tote Ln,Nashville,TN,37211,-86.70693,36.02178
22163,1445 Alteras Cir,Nashville,TN,37211,-86.70425,36.01876
22164,,,,,,
22165,9006 Rigden Mill Dr,Nashville,TN,37211,-86.705414,36.022346
22166,9010 Rigden Mill Dr,Nashville,TN,37211,-86.70528,36.02225
22167,,,,,,
22168,,,,,,
22169,,,,,,
22170,2704 Amber Crest Ct,Antioch,TN,37013,-86.6999,36.02598
22171,3016 Barnes Bend Dr,Antioch,TN,37013,-86.6965,36.025337
22172,3433 Turfway Ln,Antioch,TN,37013,-86.69731,36.023422
22173,1253 Bending Creek Dr,Antioch,TN,37013,-86.68382,36.018986
22174,132 Claybrook Ln,Antioch,TN,37013,-86.682976,36.01741
22175,3628 Coles Branch Dr,Antioch,TN,37013,-86.673874,36.02158
22176,3185 Hidden Creek Dr,Antioch,TN,37013,-86.67267,36.019337
22177,1044 Shire Dr,Antioch,TN,37013,-86.66834,36.03353
22178,1068 Blairfield Dr,Antioch,TN,37013,-86.64696,36.021477
22179,6317 Eli Dr,Antioch,TN,37013,-86.63852,36.024055
22180,4400 Luke Dr,Antioch,TN,37013,-86.6387,36.025192
22181,,,,,,
22182,3525 Fair Meadows Dr,Nashville,TN,37211,-86.71021,36.017456
22183,6857 Sunnywood Dr,Nashville,TN,37211,-86.699936,36.014835
22184,4044 Sweet Berry Dr,Nashville,TN,37211,-86.696884,36.018867
22185,6513 Sunnywood Dr,Nashville,TN,37211,-86.69716,36.020447
22186,7531 Tarmac Way,Nashville,TN,37211,-86.69296,36.01554
22187,,,,,,
22188,,,,,,
22189,6128 Tuckaleechee Ln,Antioch,TN,37013,-86.680504,36.01222
22190,7001 Calderwood Dr,Antioch,TN,37013,-86.68274,36.01056
22191,7205 Santeelah Way,Antioch,TN,37013,-86.68111,36.00784
22192,6975 Calderwood Dr,Antioch,TN,37013,-86.68295,36.011814
22193,7286 Santeelah Way,Antioch,TN,37013,-86.68436,36.009342
22194,8040 Mandan Dr,Brentwood,TN,37027,-86.68889,36.009735
22195,,,,,,
22196,,,,,,
22197,,,,,,
22198,113 Autumn Oaks Ct,Brentwood,TN,37027,-86.69517,36.004894
22199,,,,,,
22200,,,,,,
22201,,,,,,
22202,,,,,,
22203,485 High Point Ter,Brentwood,TN,37027,-86.694,36.004196
22204,,,,,,
22205,,,,,,
22206,,,,,,
22207,,,,,,
22208,,,,,,
22209,,,,,,
22210,,,,,,
22211,8120 Valley Oak Dr,Brentwood,TN,37027,-86.692215,36.002563
22212,,,,,,
22213,3212 Hidden Creek Dr,Antioch,TN,37013,-86.671875,36.018974
22214,1531 Sunbeam Dr,Antioch,TN,37013,-86.66981,36.01996
22215,1504 Sunbeam Dr,Antioch,TN,37013,-86.66805,36.0199
22216,7908 Rainey Dr,Antioch,TN,37013,-86.64981,36.010365
22217,8857 Cressent Glen Ct,Antioch,TN,37013,-86.65057,36.008175
22218,8872 Cressent Glen Ct,Antioch,TN,37013,-86.65093,36.00795
22219,9033 Ristau Dr,Antioch,TN,37013,-86.64842,36.007732
22220,912 Colo Cove,Antioch,TN,37013,-86.62568,36.008003
22221,5204 Catspaw Dr,Antioch,TN,37013,-86.62835,36.008224
22222,,,,,,
22223,9149 Macauley Ln,Nolensville,TN,37135,-86.66692,35.98308
22224,9121 Macauley Ln,Nolensville,TN,37135,-86.66686,35.98332
22225,9116 Macauley Ln,Nolensville,TN,37135,-86.66773,35.985714
22226,9112 Macauley Ln,Nolensville,TN,37135,-86.66781,35.985786
22227,2179 Kirkwall Dr,Nolensville,TN,37135,-86.664795,35.983383
22228,232 54Th Ave N,Nashville,TN,37209,-86.85204,36.14634
22229,321 50Th Ave N,Nashville,TN,37209,-86.8471,36.150303
22230,4707 Dakota Ave,Nashville,TN,37209,-86.84342,36.14755
22231,,,,,,
22232,,,,,,
22233,,,,,,
22234,,,,,,
22235,,,,,,
22236,4502 Dakota Ave,Nashville,TN,37209,-86.8408,36.14765
22237,4412 Dakota Ave,Nashville,TN,37209,-86.83959,36.147713
22238,2503 Meharry Blvd,Nashville,TN,37208,-86.81492,36.167202
22239,908 14Th Ave N,Nashville,TN,37208,-86.79877,36.16702
22240,1207 Ireland St,Nashville,TN,37208,-86.797676,36.167786
22241,706 26Th Ave N,Nashville,TN,37208,-86.81501,36.159122
22242,3304 Felicia St,Nashville,TN,37209,-86.82444,36.153793
22243,414 33Rd Ave N,Nashville,TN,37209,-86.82371,36.154385
22244,2806 Torbett St,Nashville,TN,37209,-86.81884,36.157986
22245,317 Chamberlin St,Nashville,TN,37209,-86.82958,36.149014
22246,346 Chamberlin St,Nashville,TN,37209,-86.82949,36.149506
22247,900 20Th Ave S,Nashville,TN,37212,-86.79793,36.148678
22248,900 20Th Ave S,Nashville,TN,37212,-86.79793,36.148678
22249,900 20Th Ave S,Nashville,TN,37212,-86.79793,36.148678
22250,900 20Th Ave S,Nashville,TN,37212,-86.79793,36.148678
22251,1510 Demonbreun St,Nashville,TN,37203,-86.78891,36.153355
22252,1510 Demonbreun St,Nashville,TN,37203,-86.78891,36.153355
22253,1510 Demonbreun St,Nashville,TN,37203,-86.78891,36.153355
22254,1510 Demonbreun St,Nashville,TN,37203,-86.78891,36.153355
22255,1202 Sigler St,Nashville,TN,37203,-86.78687,36.15025
22256,1206 Sigler St,Nashville,TN,37203,-86.78716,36.150284
22257,6516 Cougar Dr,Nashville,TN,37209,-86.87621,36.14582
22258,6680 Charlotte Pike,Nashville,TN,37209,-86.88286,36.137276
22259,877 Hillwood Dr,Nashville,TN,37205,-86.88678,36.132133
22260,843 Summerly Dr,Nashville,TN,37209,-86.880905,36.13547
22261,1020 Downey Dr,Nashville,TN,37205,-86.903694,36.123497
22262,816 Clematis Dr,Nashville,TN,37205,-86.89473,36.12626
22263,5606 Meadowcrest Ln,Nashville,TN,37209,-86.85395,36.142178
22264,167 Rural Ave,Nashville,TN,37209,-86.85625,36.14381
22265,5004 Idaho Ave,Nashville,TN,37209,-86.84707,36.1464
22266,4707 Dakota Ave,Nashville,TN,37209,-86.84342,36.14755
22267,4707 Dakota Ave,Nashville,TN,37209,-86.84342,36.14755
22268,4700 Wyoming Ave,Nashville,TN,37209,-86.84321,36.145485
22269,145 42Nd Ave N,Nashville,TN,37209,-86.836784,36.144897
22270,4108 Idaho Ave,Nashville,TN,37209,-86.83546,36.146866
22271,6441 Fleetwood Dr,Nashville,TN,37209,-86.87431,36.140034
22272,5617 Knob Rd,Nashville,TN,37209,-86.85921,36.13801
22273,411 Sloan Rd,Nashville,TN,37209,-86.840836,36.13894
22274,,,,,,
22275,5721 Stoneway Trl,Nashville,TN,37209,-86.866844,36.136593
22276,5813 Vine Ridge Dr,Nashville,TN,37205,-86.86319,36.132965
22277,247 Cherokee Rd,Nashville,TN,37205,-86.841225,36.135544
22278,204 Mayfair Rd,Nashville,TN,37205,-86.835846,36.133972
22279,4200 W End Ave,Nashville,TN,37205,-86.83743,36.130436
22280,4200 W End Ave,Nashville,TN,37205,-86.83743,36.130436
22281,407 Wilsonia Ave,Nashville,TN,37205,-86.86879,36.12904
22282,417 W Hillwood Dr,Nashville,TN,37205,-86.87061,36.126816
22283,222 Wilsonia Ave,Nashville,TN,37205,-86.85983,36.125336
22284,4500 Post Rd,Nashville,TN,37205,-86.85204,36.127884
22285,71 Brookwood Ter,Nashville,TN,37205,-86.85778,36.129044
22286,,,,,,
22287,,,,,,
22288,,,,,,
22289,4215 Harding Pike,Nashville,TN,37205,-86.842064,36.12854
22290,4215 Harding Pike,Nashville,TN,37205,-86.842064,36.12854
22291,4215 Harding Pike,Nashville,TN,37205,-86.842064,36.12854
22292,4225 Harding Pike,Nashville,TN,37205,-86.843544,36.12775
22293,3812 Lookout Dr,Nashville,TN,37209,-86.83346,36.146126
22294,3807 Sentinel Dr,Nashville,TN,37209,-86.831436,36.145203
22295,3614 Pilcher Ave,Nashville,TN,37209,-86.82817,36.143257
22296,314 Normandy Cir,Nashville,TN,37209,-86.82612,36.14565
22297,411 Oman St,Nashville,TN,37203,-86.819756,36.14629
22298,204 Burns Ave,Nashville,TN,37203,-86.820786,36.14413
22299,200 Burns Ave,Nashville,TN,37203,-86.82075,36.14414
22300,200 Burns Ave,Nashville,TN,37203,-86.82075,36.14414
22301,110 31St Ave N,Nashville,TN,37203,-86.8161,36.14339
22302,3715 Meadowbrook Ave,Nashville,TN,37205,-86.830894,36.13823
22303,3704 Westbrook Ave,Nashville,TN,37205,-86.83033,36.138775
22304,3606 Westbrook Ave,Nashville,TN,37205,-86.82796,36.139492
22305,,,,,,
22306,3415 W End Ave,Nashville,TN,37203,-86.81938,36.13907
22307,3415 W End Ave,Nashville,TN,37203,-86.81938,36.13907
22308,3314 W End Ave,Nashville,TN,37203,-86.81777,36.14057
22309,3314 W End Ave,Nashville,TN,37203,-86.81777,36.14057
22310,1717 Villa Pl,Nashville,TN,37212,-86.79306,36.13727
22311,105 W End Pl,Nashville,TN,37205,-86.8233,36.138268
22312,400 Chesterfield Ave,Nashville,TN,37212,-86.81824,36.134403
22313,2211 Westview Dr,Nashville,TN,37212,-86.815506,36.13331
22314,512 Chesterfield Ave,Nashville,TN,37212,-86.816376,36.131973
22315,,,,,,
22316,2000 Natchez Trce,Nashville,TN,37212,-86.81141,36.13502
22317,1808 24Th Ave S,Nashville,TN,37212,-86.805336,36.135975
22318,1808 24Th Ave S,Nashville,TN,37212,-86.805336,36.135975
22319,1808 24Th Ave S,Nashville,TN,37212,-86.805336,36.135975
22320,1808 24Th Ave S,Nashville,TN,37212,-86.805336,36.135975
22321,1808 24Th Ave S,Nashville,TN,37212,-86.805336,36.135975
22322,1808 24Th Ave S,Nashville,TN,37212,-86.805336,36.135975
22323,1920 18Th Ave S,Nashville,TN,37212,-86.797104,36.133984
22324,215 Leonard Ave,Nashville,TN,37205,-86.82899,36.130295
22325,401 Bowling Ave,Nashville,TN,37205,-86.82631,36.12667
22326,10 Warwick Ln,Nashville,TN,37205,-86.8208,36.12947
22327,2810 Marlin Ave,Nashville,TN,37215,-86.81563,36.126038
22328,2515 Ashwood Ave,Nashville,TN,37212,-86.80914,36.130173
22329,2510 Sunset Pl,Nashville,TN,37212,-86.808266,36.129055
22330,2716 W Linden Ave,Nashville,TN,37212,-86.811104,36.12833
22331,,,,,,
22332,2504 Westwood Ave,Nashville,TN,37212,-86.80734,36.12672
22333,2704 Woodlawn Dr,Nashville,TN,37212,-86.81105,36.125946
22334,2121 Belmont Blvd,Nashville,TN,37212,-86.79544,36.129303
22335,2117 Belmont Blvd,Nashville,TN,37212,-86.795525,36.129475
22336,1701 Blair Blvd,Nashville,TN,37212,-86.79567,36.129623
22337,1701 Blair Blvd,Nashville,TN,37212,-86.79567,36.129623
22338,1624 Linden Ave,Nashville,TN,37212,-86.79385,36.12807
22339,1211 14Th Ave,Nashville,TN,37212,-86.78955,36.142235
22340,1015 12Th Ave S,Nashville,TN,37203,-86.786316,36.145218
22341,1014 13Th Ave S,Nashville,TN,37212,-86.7874,36.145893
22342,1020 13Th Ave S,Nashville,TN,37212,-86.787476,36.145527
22343,1202 Tremont St,Nashville,TN,37212,-86.7881,36.143936
22344,904 Villa Pl,Nashville,TN,37212,-86.79112,36.147808
22345,1202 Tremont St,Nashville,TN,37212,-86.7881,36.143936
22346,1204 Tremont St,Nashville,TN,37212,-86.78811,36.14394
22347,,,,,,
22348,,,,,,
22349,,,,,,
22350,,,,,,
22351,,,,,,
22352,,,,,,
22353,,,,,,
22354,740 Alloway St,Nashville,TN,37203,-86.777374,36.137356
22355,1802 Hillside Ave,Nashville,TN,37203,-86.78369,36.13635
22356,2020 Beech Ave,Nashville,TN,37204,-86.78077,36.132797
22357,2104 15Th Ave S,Nashville,TN,37212,-86.79239,36.13044
22358,1002 Lawrence Ave,Nashville,TN,37204,-86.78624,36.128895
22359,,,,,,
22360,2209 10Th Ave S,Nashville,TN,37204,-86.78614,36.12813
22361,928 Waldkirch Ave,Nashville,TN,37204,-86.78574,36.12675
22362,928 Waldkirch Ave,Nashville,TN,37204,-86.78574,36.12675
22363,853 Bradford Ave,Nashville,TN,37204,-86.78183,36.127705
22364,,,,,,
22365,801 Hillview Hts,Nashville,TN,37204,-86.77776,36.126873
22366,801 Hillview Hts,Nashville,TN,37204,-86.77776,36.126873
22367,801 Hillview Hts,Nashville,TN,37204,-86.77776,36.126873
22368,801 Hillview Hts,Nashville,TN,37204,-86.77776,36.126873
22369,801 Hillview Hts,Nashville,TN,37204,-86.77776,36.126873
22370,801 Hillview Hts,Nashville,TN,37204,-86.77776,36.126873
22371,801 Hillview Hts,Nashville,TN,37204,-86.77776,36.126873
22372,801 Hillview Hts,Nashville,TN,37204,-86.77776,36.126873
22373,801 Hillview Hts,Nashville,TN,37204,-86.77776,36.126873
22374,803 Hillview Hts,Nashville,TN,37204,-86.77819,36.126774
22375,767 Georgetown Dr,Nashville,TN,37205,-86.893524,36.121758
22376,815 Bresslyn Rd,Nashville,TN,37205,-86.888435,36.122623
22377,722 Davidson Rd,Nashville,TN,37205,-86.8901,36.117844
22378,710 Brook Hollow Rd,Nashville,TN,37205,-86.88714,36.11907
22379,,,,,,
22380,6504 Brownlee Dr,Nashville,TN,37205,-86.897766,36.112415
22381,6515 Currywood Dr,Nashville,TN,37205,-86.895645,36.111
22382,6315 Brownlee Dr,Nashville,TN,37205,-86.88889,36.112278
22383,231 Westchase Dr,Nashville,TN,37205,-86.845474,36.120144
22384,4120 Ridgefield Dr,Nashville,TN,37205,-86.84465,36.124664
22385,313 Woodmont Cir,Nashville,TN,37205,-86.83758,36.118668
22386,409 Woodmont Hall Pl,Nashville,TN,37205,-86.837845,36.11674
22387,,,,,,
22388,6021 Jocelyn Hollow Rd,Nashville,TN,37205,-86.871025,36.115086
22389,539 Armistead Pl,Nashville,TN,37215,-86.833755,36.1097
22390,3714 Auburn Ln,Nashville,TN,37215,-86.83967,36.111996
22391,5958 Post Rd,Nashville,TN,37205,-86.86708,36.10937
22392,203 Wentworth Cir,Nashville,TN,37215,-86.84298,36.10564
22393,646 Timber Ln,Nashville,TN,37215,-86.82294,36.12231
22394,3000 Hillsboro Pike,Nashville,TN,37215,-86.80757,36.12123
22395,261 Hillsboro Pl,Nashville,TN,37215,-86.80551,36.121185
22396,267 Hillsboro Pl,Nashville,TN,37215,-86.80562,36.12121
22397,2804 Hawthorne Pl,Nashville,TN,37212,-86.798874,36.12274
22398,1817 Cedar Ln,Nashville,TN,37212,-86.79947,36.1219
22399,2310 Woodmont Blvd,Nashville,TN,37215,-86.81649,36.114517
22400,2912 Wellesley Trce,Nashville,TN,37215,-86.81301,36.119152
22401,1725 Stokes Ln,Nashville,TN,37215,-86.80443,36.117798
22402,106 Stokeswood Pl,Nashville,TN,37215,-86.80083,36.116516
22403,1228 Battlefield Dr,Nashville,TN,37215,-86.79292,36.11521
22404,1230 Battlefield Dr,Nashville,TN,37215,-86.79295,36.11521
22405,2430 Bear Rd,Nashville,TN,37215,-86.82111,36.11206
22406,2800 Valley Brook Pl,Nashville,TN,37215,-86.828156,36.11251
22407,2804 Valley Brook Pl,Nashville,TN,37215,-86.828636,36.112595
22408,3609 Hilldale Dr,Nashville,TN,37215,-86.82778,36.113773
22409,205 Burlington Pl,Nashville,TN,37215,-86.832436,36.10993
22410,2025 Woodmont Blvd,Nashville,TN,37215,-86.80935,36.113823
22411,2025 Woodmont Blvd,Nashville,TN,37215,-86.80935,36.113823
22412,2811 Kenway Rd,Nashville,TN,37215,-86.82372,36.108063
22413,113 Abbottsford Dr,Nashville,TN,37215,-86.82798,36.107906
22414,1701 Glen Echo Rd,Nashville,TN,37215,-86.80339,36.1078
22415,1613 Observatory Dr,Nashville,TN,37215,-86.80103,36.10635
22416,4105 Oriole Pl,Nashville,TN,37215,-86.807144,36.10396
22417,1728 Glen Echo Rd,Nashville,TN,37215,-86.80514,36.107708
22418,1900 Richard Jones Rd,Nashville,TN,37215,-86.80793,36.104263
22419,1615 Glen Echo Rd,Nashville,TN,37215,-86.802216,36.10755
22420,1716 Hillmont Dr,Nashville,TN,37215,-86.80354,36.108883
22421,416 Glen West Dr,Nashville,TN,37215,-86.80671,36.106808
22422,429 Glen West Dr,Nashville,TN,37215,-86.80729,36.106842
22423,421 Glen West Dr,Nashville,TN,37215,-86.80733,36.106846
22424,,,,,,
22425,,,,,,
22426,1301 Grandview Dr,Nashville,TN,37215,-86.79567,36.108513
22427,802 Montrose Ave,Nashville,TN,37204,-86.78216,36.123505
22428,2401 Vaulx Ln,Nashville,TN,37204,-86.782555,36.12559
22429,809 Montrose Ave,Nashville,TN,37204,-86.78223,36.12346
22430,1208 Kirkwood Ave,Nashville,TN,37212,-86.791,36.12092
22431,2711 9Th Ave S,Nashville,TN,37204,-86.783714,36.12306
22432,915 Caruthers Ave,Nashville,TN,37204,-86.78395,36.125385
22433,915 Caruthers Ave,Nashville,TN,37204,-86.78395,36.125385
22434,802 Montrose Ave,Nashville,TN,37204,-86.78216,36.123505
22435,802 Montrose Ave,Nashville,TN,37204,-86.78216,36.123505
22436,822 Horner Ave,Nashville,TN,37204,-86.777725,36.12213
22437,3207 Granny White Pike,Nashville,TN,37204,-86.791145,36.118713
22438,,,,,,
22439,310 Artisan Ln,Nashville,TN,37204,-86.777855,36.11869
22440,815 Clayton Ave,Nashville,TN,37204,-86.779976,36.119205
22441,3407 Springbrook Dr,Nashville,TN,37204,-86.77831,36.112385
22442,932 Evans Rd,Nashville,TN,37204,-86.782646,36.103416
22443,3602 Mayflower Pl,Nashville,TN,37204,-86.78269,36.107983
22444,1116 Woodbury Falls Ct,Nashville,TN,37221,-86.92158,36.088413
22445,,,,,,
22446,127 Westfield Dr,Nashville,TN,37221,-86.94461,36.08439
22447,248 Westfield Dr,Nashville,TN,37221,-86.94468,36.0844
22448,304 Post Creek Rd,Nashville,TN,37221,-86.93159,36.08107
22449,,,,,,
22450,205 Still Spring Hollow Ct,Nashville,TN,37221,-86.92461,36.08105
22451,7108 Still Spring Hollow Dr,Nashville,TN,37221,-86.92431,36.08133
22452,225 Still Spring Hollow Ct,Nashville,TN,37221,-86.92486,36.08113
22453,6517 Jocelyn Hollow Rd,Nashville,TN,37205,-86.898346,36.1033
22454,218 Vaughns Gap Rd,Nashville,TN,37205,-86.89538,36.099796
22455,217 Rolling Fork Ct,Nashville,TN,37205,-86.90711,36.092896
22456,1033 Percy Warner Blvd,Nashville,TN,37205,-86.87796,36.093796
22457,112 Brook Hollow Rd,Nashville,TN,37205,-86.88333,36.09714
22458,103 Emma Neuhoff Ct,Nashville,TN,37205,-86.8874,36.088097
22459,110 Keyway Dr,Nashville,TN,37205,-86.87436,36.10199
22460,110 Heady Dr,Nashville,TN,37205,-86.87016,36.097794
22461,85 Lincoln St,Nashville,TN,37210,-86.76055,36.145267
22462,601 Lynnwood Blvd,Nashville,TN,37205,-86.84565,36.100834
22463,508 Lynnwood Blvd,Nashville,TN,37205,-86.84524,36.102325
22464,4315 Sneed Rd,Nashville,TN,37215,-86.83675,36.097847
22465,120 Taggart Ave,Nashville,TN,37205,-86.87365,36.094376
22466,114 Taggart Ave,Nashville,TN,37205,-86.87393,36.094475
22467,129 Taggart Ave,Nashville,TN,37205,-86.873276,36.09423
22468,202 Page Rd,Nashville,TN,37205,-86.86777,36.094906
22469,702 Westview Ave,Nashville,TN,37205,-86.850006,36.09714
22470,133 Alton Rd,Nashville,TN,37205,-86.87373,36.09185
22471,912 Westview Ave,Nashville,TN,37205,-86.85244,36.089664
22472,808 Lynnwood Blvd,Nashville,TN,37205,-86.84977,36.091503
22473,,,,,,
22474,4441 E Brookfield Ave,Nashville,TN,37205,-86.86436,36.082546
22475,2609 Hemingway Dr,Nashville,TN,37215,-86.844406,36.08249
22476,2215 Hobbs Rd,Nashville,TN,37215,-86.82404,36.101444
22477,5025 Hillsboro Pike,Nashville,TN,37215,-86.82303,36.09782
22478,5025 Hillsboro Pike,Nashville,TN,37215,-86.82303,36.09782
22479,2236 Castleman Dr,Nashville,TN,37215,-86.82454,36.100006
22480,3300 Hobbs Rd,Nashville,TN,37215,-86.83015,36.102047
22481,1708 Bonner Ave,Nashville,TN,37215,-86.80423,36.102623
22482,1811 Warfield Dr,Nashville,TN,37215,-86.80947,36.10151
22483,4110 Lone Oak Rd,Nashville,TN,37215,-86.80871,36.103977
22484,1109 Brookmeade Dr,Nashville,TN,37204,-86.794304,36.098846
22485,248 Summit Ridge Dr,Nashville,TN,37215,-86.82741,36.093864
22486,352 Ardsley Pl,Nashville,TN,37215,-86.82943,36.092896
22487,4324 Lindawood Dr,Nashville,TN,37215,-86.832405,36.096737
22488,56 Brookhill Cr,Nashville,TN,37215,-86.816376,36.095814
22489,811 Huntington Cir,Nashville,TN,37215,-86.81737,36.090782
22490,506 Belair Way,Nashville,TN,37215,-86.81535,36.094833
22491,236 Boxmere Pl,Nashville,TN,37215,-86.81785,36.093773
22492,321 Boxmere Pl,Nashville,TN,37215,-86.818016,36.094074
22493,123 Abbeywood Dr,Nashville,TN,37215,-86.82071,36.091396
22494,821 Cherry Laurel Ct,Nashville,TN,37215,-86.81657,36.092594
22495,445 Cumberland Pl,Nashville,TN,37215,-86.81542,36.09226
22496,1306 Lone Oak Cir,Nashville,TN,37215,-86.806656,36.09328
22497,4411 Lone Oak Rd,Nashville,TN,37215,-86.80796,36.09501
22498,,,,,,
22499,,,,,,
22500,4612 General Lowrey Dr,Nashville,TN,37215,-86.812775,36.089775
22501,1103 Biltmore Dr,Nashville,TN,37204,-86.79685,36.090313
22502,1608 Tynewood Dr,Nashville,TN,37215,-86.82319,36.08232
22503,4020 Albert Dr,Nashville,TN,37204,-86.7883,36.102253
22504,4020 Albert Dr,Nashville,TN,37204,-86.7883,36.102253
22505,4022 Albert Dr,Nashville,TN,37204,-86.788315,36.102207
22506,922 Evans Rd,Nashville,TN,37204,-86.78121,36.103287
22507,4214 Franklin Pike,Nashville,TN,37204,-86.77179,36.096
22508,4312 Prescott Rd,Nashville,TN,37204,-86.766106,36.09428
22509,4336 Morriswood Dr,Nashville,TN,37204,-86.76428,36.094776
22510,766 Elysian Fields Rd,Nashville,TN,37204,-86.76773,36.088715
22511,1445 Scarcroft Ln,Nashville,TN,37221,-86.996086,36.07678
22512,1420 Scarcroft Ln,Nashville,TN,37221,-86.99621,36.076786
22513,649 Wolfeboro Ln,Nashville,TN,37221,-86.99295,36.07337
22514,,,,,,
22515,,,,,,
22516,,,,,,
22517,706 Dove Valley Ct,Nashville,TN,37221,-86.98133,36.07354
22518,3021 Harpeth Springs Dr,Nashville,TN,37221,-86.974266,36.071945
22519,7425 River Bend Cir,Nashville,TN,37221,-86.958046,36.068024
22520,6917 River Ridge Dr,Nashville,TN,37221,-86.96308,36.062706
