PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,LATITUDE,LONGITUDE,PRICE
Single Family Residential,752 Westview Ave NW,Grand Rapids,MI,49504,4,2.5,1846,13939,1966,287,,42.978175,-85.735458,172000
Single Family Residential,315 Hampton Ave SE,Grand Rapids,MI,49506,3,1.5,1496,3879,1910,45,,42.957347,-85.632437,171500
Single Family Residential,2220 College Ave SE,Grand Rapids,MI,49507,3,1.5,1686,6534,1949,221,,42.92309,-85.65479,168000
Single Family Residential,1805 Bridge St NW,Grand Rapids,MI,49504,4,2,1736,6812,1940,165,,42.97168,-85.7123979,155000
Single Family Residential,2311 Union St SE,Grand Rapids,MI,49507,3,1.5,1563,5952,1927,140,,42.921625,-85.653007,174900
Condo/Co-op,781 Bradford Pl NE #7,Grand Rapids,MI,49525,2,2,1585,,1983,280,205,42.9760154,-85.5891216,160000
Single Family Residential,3551 Auburn NE,Grand Rapids,MI,49525,3,2,1900,7840,1984,120,,43.0275419,-85.638116,157900
Single Family Residential,174 Gilpin St NE,Grand Rapids,MI,49505,4,2.5,2476,10585,1965,133,,43.010564,-85.663517,168900
Single Family Residential,1031 Westmoor NW,Grand Rapids,MI,49504,3,2,1441,6950,1951,217,,42.983632,-85.718824,154500
Single Family Residential,1846 Crescent Dr NE,Grand Rapids,MI,49503,4,2,2000,11282,1955,,,42.967923,-85.623213,160000
Single Family Residential,2719 Brooklyn Ave SE,Grand Rapids,MI,49507,3,2,1500,6534,1950,168,,42.914139,-85.638441,155000
Single Family Residential,1039 Benjamin Ave SE,Grand Rapids,MI,49506,3,1.5,1824,4965,1923,102,,42.943539,-85.637305,155000
Single Family Residential,1426 Sweet St NE,Grand Rapids,MI,49505,,1.5,1523,9365,1960,,,42.9915574,-85.6338079,162000
Single Family Residential,1328 Giddings Ave SE,Grand Rapids,MI,49506,3,1.5,2100,4791,1927,283,,42.9387841,-85.6342665,159000
Single Family Residential,4028 Kentridge Dr SE,Grand Rapids,MI,49508,3,2.5,1647,9560,1972,112,,42.889918,-85.618358,153500
Single Family Residential,711 Deming St SE,Grand Rapids,MI,49507,,1.5,1392,5619,1928,,,42.9221271,-85.6492405,158500
Single Family Residential,3218 Hazelnut Dr NW,Grand Rapids,MI,49504,4,2,1278,10628,1996,219,,42.976956,-85.747851,173700
Single Family Residential,1043 Lyon St NE,Grand Rapids,MI,49503,4,2,1580,5208,1925,240,,42.966964,-85.642859,159900
Single Family Residential,3205 Brookshire Dr SE,Grand Rapids,MI,49508,4,2.5,1880,7980,1970,343,,42.905228,-85.640465,165000
Single Family Residential,424 Charles Ave SE,Grand Rapids,MI,49503,4,2,1777,4791,1890,99,,42.95483,-85.650215,153000
Single Family Residential,1845 Newton Ave SE,Grand Rapids,MI,49506,3,2,1356,7405,1954,42,,42.929525,-85.615973,169900
Single Family Residential,1138 Nevada St SE,Grand Rapids,MI,49507,3,2.5,2277,6098,1947,88,,42.9170575,-85.6390052,164800
Single Family Residential,1939 Griggs SE,Grand Rapids,MI,49506,3,1,1296,6970,1955,312,,42.930925,-85.620233,156000
Single Family Residential,623 Deming St SE,Grand Rapids,MI,49507,3,2,1700,5793,1928,323,,42.9222449,-85.651574,154000
Single Family Residential,2705 Vassar St SE,Grand Rapids,MI,49506,3,1.5,1856,9844,1978,136,,42.93018,-85.601624,153500
Single Family Residential,1776 32nd St SE,Grand Rapids,MI,49508,3,1.5,1974,12750,1950,73,,42.905149,-85.622791,162000
Single Family Residential,1009 Nixon NW,Walker,MI,49534,3,1.5,1800,21780,1965,256,,42.983056,-85.748515,160000
Single Family Residential,1100 Walwood Dr NE,Grand Rapids,MI,49505,3,1.5,1553,8624,1967,259,,42.982583,-85.614368,155500
Single Family Residential,1325 Sylvan SE,Grand Rapids,MI,49506,3,2.5,1640,6000,1951,358,,42.938795,-85.630203,160000
Single Family Residential,86 John Ball Park Dr NW,Grand Rapids,MI,49504,4,1.5,2238,,1910,149,,42.966218,-85.70094,159876
Single Family Residential,864 Arbor NE,Grand Rapids,MI,49503,4,2,2063,12632,1961,140,,42.977404,-85.647103,153000
Single Family Residential,2612 Oakwood Ave NE,Grand Rapids,MI,49505,4,2,1790,7492,1942,148,,43.010378,-85.659766,153000
Single Family Residential,1937 Millbank St SE,Grand Rapids,MI,49508,4,2.5,2173,14438,1958,64,,42.9021649,-85.61988,156900
Single Family Residential,1850 Lotus Ave SE,Grand Rapids,MI,49506,3,2.5,2569,7884,1956,119,,42.929269,-85.6224359,175000
Single Family Residential,2000 Hamstead Rd NW,Grand Rapids,MI,49504,,1.5,1241,12875,1942,,,42.976431,-85.717518,170500
Single Family Residential,1813 Evergreen St SE,Grand Rapids,MI,49506,3,2,1931,8755,1954,273,,42.936902,-85.623943,152000
Single Family Residential,2257 Foster Ave NE,Grand Rapids,MI,49505,3,1.5,1709,7946,1951,253,,43.0048332,-85.6539663,170000
Single Family Residential,136 Westmont Dr NW,Grand Rapids,MI,49504,,1,2052,7200,1952,,,42.967159,-85.715552,165000
Single Family Residential,1728 S Norwalk Dr SE,Grand Rapids,MI,49508,3,1.5,1866,10890,1978,92,,42.892072,-85.62303,158000
Single Family Residential,1642 Simmons Ave NE,Grand Rapids,MI,49505,3,2.5,1784,7667,1999,,,42.993125,-85.634058,159000
Single Family Residential,321 Charles Ave SE,Grand Rapids,MI,49503,4,2.5,1606,4356,1940,109,,42.956886,-85.650935,165000
Single Family Residential,416 Marywood NE,Grand Rapids,MI,49505,4,2.5,1996,8646,1951,150,,43.0050074,-85.659384,175000
Single Family Residential,1360 Kimberly Dr SE,Grand Rapids,MI,49508,4,2,1828,8890,2000,231,,42.893943,-85.631822,171612
Single Family Residential,2590 Carlton Ave NE,Grand Rapids,MI,49505,2,1,1975,21000,1954,253,,43.009582,-85.634376,155000
Single Family Residential,876 Burke Ave NE,Grand Rapids,MI,49503,3,2,2101,11761,1946,354,,42.978585,-85.641025,156200
Single Family Residential,233 Wellington Ave SE,Grand Rapids,MI,49506,3,1,1600,4440,1907,350,,42.9583004,-85.6486044,160000
Single Family Residential,2741 Plainfield Ave NE,Grand Rapids,MI,49505,3,2,2804,9975,1954,154,,43.0128061,-85.6469185,162000
Single Family Residential,4025 Kalamazoo Ave SE,Grand Rapids,MI,49508,4,2,1995,9583,1927,7,,42.8902379,-85.6267006,167000
Single Family Residential,1912 Lynne Ln NW,Grand Rapids,MI,49504,4,3,2587,,1955,136,,42.964773,-85.714889,174900
Single Family Residential,3023 Stonewood St NW,Grand Rapids,MI,49504,3,2,1493,7205,2000,323,,42.97669,-85.743971,173100
Single Family Residential,1762 Millbrook St SE,Grand Rapids,MI,49508,3,3,2360,11412,1957,211,,42.898749,-85.621937,172500
Single Family Residential,417 Charles Ave SE,Grand Rapids,MI,49503,3,1.5,1200,6098,1999,175,,42.955038,-85.6507605,150000
Single Family Residential,3452 Brook Ct SE,Grand Rapids,MI,49508,3,2.5,1808,8799,1987,,,42.900657,-85.612417,155000
Single Family Residential,1256 Ellsmere St NE,Grand Rapids,MI,49505,3,2.5,2060,7797,1953,199,,43.011329,-85.637711,162000
Single Family Residential,11 Valley Ave NW,Grand Rapids,MI,49504,4,1.5,1819,5612,1914,,,42.9642849,-85.699067,155000
Single Family Residential,952 Innes St NE,Grand Rapids,MI,49503,3,1.5,1600,6026,1923,259,,42.967902,-85.64502,162500
Single Family Residential,831 Crescent St NE,Grand Rapids,MI,49503,,1,1380,4008,1900,,,42.969319,-85.648307,161000
Single Family Residential,636 Deming St SE,Grand Rapids,MI,49507,3,2,1744,5940,1922,140,,42.921722,-85.651015,163000
Single Family Residential,2123 E Fulton St,Grand Rapids,MI,49503,3,1.5,1802,10497,1951,29,,42.963095,-85.616852,155000
Single Family Residential,1301 Thomas St SE,Grand Rapids,MI,49506,,1.5,1924,3354,1920,,,42.950321,-85.636815,170000
Single Family Residential,31 Lowell Ave NE,Grand Rapids,MI,49503,4,1.5,1647,5837,1919,336,,42.963671,-85.634146,160000
Single Family Residential,1061 Worcester Dr NE,Grand Rapids,MI,49505,3,2,1190,9191,1965,,,42.982508,-85.616409,165000
Single Family Residential,1390 Trailside Ct NW,Grand Rapids,MI,49504,3,1.5,1428,9147,1995,248,,42.989841,-85.73994,160000
Single Family Residential,1316 Giddings SE,Grand Rapids,MI,49506,3,1.5,1356,5000,1927,176,,42.939121,-85.634204,156000
Single Family Residential,22 Burr Oak St NE,Grand Rapids,MI,49505,3,1.5,1346,5271,1914,,,42.9971357,-85.6681504,153000
Single Family Residential,2011 Birch Dr NW,Grand Rapids,MI,49504,3,1.5,1396,6534,1929,28,,42.973106,-85.718068,166400
Single Family Residential,1619 Edith Ave NE,Grand Rapids,MI,49505,3,2,1700,,1996,112,,42.992131,-85.631578,158500
Single Family Residential,1258 Sherman St SE,Grand Rapids,MI,49506,4,1.5,1853,2016,1925,224,,42.9516887,-85.6372426,167900
Single Family Residential,3145 Leonard St NW,Grand Rapids,MI,49504,3,1.5,1793,23232,1924,,,42.986939,-85.746612,174500
Single Family Residential,1260 Brynell Ct NE,Grand Rapids,MI,49525,3,2,1465,11804,1983,144,,43.026375,-85.636841,165000
Single Family Residential,1500 Kenan Ave NW,Grand Rapids,MI,49504,3,2,1847,,1955,179,,42.991154,-85.702035,156000
Condo/Co-op,56 Monroe Center St NW #7,Grand Rapids,MI,49503,0,1,783,,,,,42.964236,-85.6687774,175000
Single Family Residential,1417 Bemis SE,Grand Rapids,MI,49506,4,2,1776,4530,1917,14,,42.953071,-85.633881,170000
Single Family Residential,2602 Raymond Ave SE,Grand Rapids,MI,49507,3,1.5,1434,6273,1951,,,42.916277,-85.639113,158000
Single Family Residential,3355 Brook Trl SE,Grand Rapids,MI,49508,4,2,1752,10802,1987,267,,42.902073,-85.613562,175000
Single Family Residential,1307 Lake Dr SE,Grand Rapids,MI,49506,,2.5,2785,8189,1905,,,42.9582679,-85.636926,169900
Single Family Residential,843 Mayhew Wood Dr SE,Grand Rapids,MI,49507,3,2,1885,5850,1950,102,,42.916809,-85.645581,160900
Single Family Residential,1539 Gladstone Dr SE,Grand Rapids,MI,49506,3,1.5,1646,7492,1948,238,,42.9350797,-85.6284281,154900
Single Family Residential,3415 Giddings Ave SE,Grand Rapids,MI,49508,3,2,2274,9801,1954,22,,42.900834,-85.631551,168000
Single Family Residential,934 Hollywood St NE,Grand Rapids,MI,49505,3,1,1089,5227,1959,148,,43.0074587,-85.6458674,150500
Single Family Residential,3509 Bromley Dr SE,Grand Rapids,MI,49508,3,1.5,1619,12588,1973,182,,42.899878,-85.616739,174900
Single Family Residential,108-110 Mack Ave NE,Grand Rapids,MI,49503,3,2.5,3460,9435,1900,133,,42.965316,-85.641265,161500
Single Family Residential,2556 Raymond Ave SE,Grand Rapids,MI,49507,4,2,1987,6120,1959,155,,42.916657,-85.639139,166500
Single Family Residential,1030 Benjamin Ave SE,Grand Rapids,MI,49506,3,1.5,2113,4965,1923,99,,42.943758,-85.636602,175000
Single Family Residential,2953 Stonewood St NW,Grand Rapids,MI,49504,3,2,1671,7207,2000,133,,42.976671,-85.7430739,169000
Single Family Residential,1759 Plymouth Ave SE,Grand Rapids,MI,49506,3,1,1316,12763,1952,99,,42.930978,-85.624499,150050
Single Family Residential,1051 N North Hampton NE,Grand Rapids,MI,49505,4,1.5,1738,8624,1971,329,,42.9818799,-85.6138527,168000
Single Family Residential,4264 Holyoke SE,Grand Rapids,MI,49508,3,2.5,1793,9583,1986,231,,42.885733,-85.618991,150000
Single Family Residential,60 Woodcrest Dr NW,Grand Rapids,MI,49504,3,1.5,2082,8712,1957,359,,42.9658469,-85.7144054,155000
Single Family Residential,1115 Edison Ave NW,Grand Rapids,MI,49504,,1,1684,16224,1947,,,42.984483,-85.714007,160000
Single Family Residential,2115 Academy NE,Grand Rapids,MI,49503,2,1,1199,6708,1940,147,,42.966185,-85.6168579,153000
Single Family Residential,637 Griswold St SE,Grand Rapids,MI,49507,3,2,1764,6116,1930,123,,42.921349,-85.651019,156000
Single Family Residential,2629 Plainfield Ave NE,Grand Rapids,MI,49505,3,2,1821,21780,1986,242,,43.0113043,-85.6478522,160000
Single Family Residential,1909 Rosemont Ave SE,Grand Rapids,MI,49506,3,2,1790,12750,1978,109,,42.928685,-85.605345,159900
Single Family Residential,157 Grand Ave NE,Grand Rapids,MI,49503,3,2,1592,2880,1890,142,,42.966797,-85.652604,165000
Single Family Residential,2506 Blaine Ave SE,Grand Rapids,MI,49507,4,2,1965,5140,1950,231,,42.9180223,-85.6423292,152000
Single Family Residential,932 Washtenaw NE,Grand Rapids,MI,49505,4,2,1925,8712,1956,246,,42.994692,-85.646263,156200
Single Family Residential,708 Northrup Ave NW,Grand Rapids,MI,49504,3,2,1830,12600,1975,93,,42.977173,-85.724935,150000
Single Family Residential,2236 Sylvan Ave SE,Grand Rapids,MI,49506,3,2.5,1930,7405,1963,84,,42.922254,-85.627568,160000
Single Family Residential,1641 Kendall St SE,Grand Rapids,MI,49508,3,1.5,1438,10977,1972,,,42.889803,-85.624735,151000
Single Family Residential,846 Washtenaw St NE,Grand Rapids,MI,49505,4,1.5,2272,8668,1962,179,,42.99387,-85.647917,169900
Single Family Residential,1645 Plymouth Ave SE,Grand Rapids,MI,49506,3,1.5,1361,8494,1960,191,,42.933102,-85.624701,160000
Single Family Residential,3320 Fuller Ave SE,Grand Rapids,MI,49508,3,1.5,2016,10000,1968,155,,42.9028277,-85.6364594,153000
Single Family Residential,1205 Fountain St NE,Grand Rapids,MI,49503,3,2,1978,4051,1967,85,,42.9651977,-85.6393716,155000
Single Family Residential,2414 College Ave SE,Grand Rapids,MI,49507,3,1.5,1587,5600,1939,291,,42.919657,-85.654582,164500
Single Family Residential,1165 Ottillia St SE,Grand Rapids,MI,49507,4,2,2132,5532,1951,276,,42.9229454,-85.6381094,163900
Single Family Residential,1635 Lafayette Ave NE,Grand Rapids,MI,49505,3,1.5,1781,4400,1913,221,,42.9929077,-85.662405,167800
Single Family Residential,1728 Lake Michigan Dr NW,Grand Rapids,MI,49504,3,2,2040,9883,1958,133,,42.966926,-85.710908,150000
Single Family Residential,3415 Brooklyn Ave SE,Grand Rapids,MI,49508,3,1.5,1936,16988,1959,322,,42.901357,-85.638741,153750
Single Family Residential,3561 Fuller Ave NE,Grand Rapids,MI,49525,2,1.5,1370,7360,1984,,,43.027775,-85.639238,157500
Single Family Residential,360 Glenhaven Ave NW,Grand Rapids,MI,49504,3,1.5,1600,7579,1920,154,,42.970553,-85.70516,172000
Single Family Residential,331 Holmdene Blvd NE,Grand Rapids,MI,49503,3,1,1475,8494,1955,346,,42.969104,-85.627852,166000
Single Family Residential,1941 Woodcliff Ave SE,Grand Rapids,MI,49506,3,2,1620,8712,1952,212,,42.92768,-85.593549,159000
Single Family Residential,1875 Ken O Par Dr SE,Grand Rapids,MI,49508,3,1.5,2076,9583,1988,57,,42.885097,-85.618977,160000
Single Family Residential,1324 Rosewood Ave SE,Grand Rapids,MI,49506,3,2,1488,7168,1996,294,,42.938845,-85.626557,162500
Single Family Residential,3306 Fuller Ave SE,Grand Rapids,MI,49508,3,1.5,1381,11979,1957,,,42.903323,-85.636586,158000
Single Family Residential,1155 Northwood St NE,Grand Rapids,MI,49505,4,2,1722,8712,1951,291,,43.012776,-85.640249,152000
Single Family Residential,855 Northwood NE,Grand Rapids,MI,49505,2,1.5,1830,9583,1954,102,,43.012895,-85.647132,168000
Single Family Residential,1722 Burton St SE,Grand Rapids,MI,49506,3,2,2142,7659,1950,175,,42.926829,-85.625384,160000
Single Family Residential,1547 Amberly Dr SE,Grand Rapids,MI,49508,4,2,1526,11400,1996,127,,42.8942885,-85.627484,156000
Single Family Residential,3240 Essex St NE,Grand Rapids,MI,49525,3,2.5,2628,,1953,161,,43.022248,-85.65086,156000
Single Family Residential,907 Walsh St SE,Grand Rapids,MI,49507,3,2,1614,5662,1947,63,,42.915086,-85.6441229,160100
Single Family Residential,1234 Logan St SE,Grand Rapids,MI,49506,4,1.5,1686,4960,1915,288,,42.953488,-85.638155,165000
Single Family Residential,600 Alger SE,Grand Rapids,MI,49507,3,2,2305,7370,1951,183,,42.919965,-85.6521346,155000
Single Family Residential,1451 Morewood Dr SE,Grand Rapids,MI,49508,3,1.5,1840,8320,1967,,,42.891654,-85.62946,159900
Single Family Residential,745 Benjamin Ave SE,Grand Rapids,MI,49506,3,1.5,1818,4674,1922,51,,42.948824,-85.63728,165000
Single Family Residential,435 Newberg Ave NW,Grand Rapids,MI,49504,3,2,1738,7072,1957,59,,42.972486,-85.722709,162000
Single Family Residential,430 Oakhurst Ave NW,Grand Rapids,MI,49504,3,2,1340,13939,1937,217,,42.972606,-85.732376,155000
Single Family Residential,1305 Forrester St SE,Grand Rapids,MI,49508,4,2.5,2869,,1961,312,,42.908932,-85.634591,151500
Single Family Residential,865 S Ottillia SE,Grand Rapids,MI,49507,4,2,1750,4356,1942,1,,42.922891,-85.645107,160000
Multi-Family (2-4 Unit),617 Livingston Ave NE,Grand Rapids,MI,49503,4,2,,6011,1850,164,,42.9742419,-85.6663,169900
Condo/Co-op,940 Monroe Ave NW #443,Grand Rapids,MI,49503,0,1,729,,1892,1,240,42.9792181,-85.671698,160000
Multi-Family (2-4 Unit),620 Lafayette Ave SE,Grand Rapids,MI,49503,6,2,,6359,1924,1,,42.950894,-85.661381,169000
Single Family Residential,743 Shawmut Blvd NW,Grand Rapids,MI,49504,3,1.5,2025,7800,1952,2,,42.978054,-85.71841,169900
Condo/Co-op,3533 Whispering Brook Dr SE #79,Kentwood,MI,49508,3,3,1798,,1981,1,260,42.89903,-85.60984,162900
Multi-Family (2-4 Unit),,Grand Rapids,MI,49507,4,2,,10585,1966,1,,42.919386,-85.648607,159900
Multi-Family (2-4 Unit),4341 Norman Dr SE,Grand Rapids,MI,49508,2,1,,12153,1972,3,,42.884586,-85.629555,169900
Single Family Residential,616 Ottilllia St SE,Grand Rapids,MI,49507,5,2,2747,6403,1925,74,,42.9226079,-85.651911,162500
Condo/Co-op,430 Union Ave NE #212,Grand Rapids,MI,49503,1,1,717,,2008,70,129,42.9706524,-85.6544134,198000
Single Family Residential,1106 Innes St NE,Grand Rapids,MI,49503,3,2,1562,12632,1948,113,,42.9676616,-85.6419389,181000
Multi-Family (2-4 Unit),2121-23 Shangrai La Dr SE,Grand Rapids,MI,49508,6,4,,10018,1976,163,,42.909572,-85.6149455,180000
Single Family Residential,1221 Colorado Ave SE Unit SE,Grand Rapids,MI,49506,3,2,1841,6229,1930,224,,42.9403317,-85.6337351,180000
Condo/Co-op,1820 Corville Ct NW #41,Grand Rapids,MI,49504,2,1.5,1248,,2002,175,220,42.9987039,-85.719406,180000
Single Family Residential,578 Paris Ave SE,Grand Rapids,MI,49503,3,1.5,1596,3484,1924,56,,42.951669,-85.655163,197000
Condo/Co-op,30 College Ave SE #12,Grand Rapids,MI,49503,2,2,1310,,1967,,,42.9618877,-85.6562317,180000
Condo/Co-op,40 NW Monroe Center St #304,Grand Rapids,MI,49503,1,1,779,,1875,28,137,42.9641963,-85.6683021,179900
Condo/Co-op,108 Campau Cir NW #108,Grand Rapids,MI,49503,2,2,976,,1990,238,609,42.963657,-85.673634,190000
Condo/Co-op,940 Monroe Ave NW #221,Grand Rapids,MI,49503,2,1,1010,,1893,49,295,42.9792181,-85.671698,185500
Single Family Residential,2110 Radcliff Ave SE,Grand Rapids,MI,49546,4,2,2497,10018,1965,93,,42.924936,-85.591347,197000
Single Family Residential,226 Diamond Ave NE,Grand Rapids,MI,49503,3,1.5,1176,5401,1923,161,,42.9675299,-85.644295,177900
Single Family Residential,75 Oswego St NW,Grand Rapids,MI,49504,3,1.5,1620,,1958,121,,42.966261,-85.711855,178500
Single Family Residential,755 Russwood St NE,Grand Rapids,MI,49505,3,1.5,2040,11025,1954,144,,43.012741,-85.6501119,195000
Single Family Residential,3003 Woodglen St NW,Grand Rapids,MI,49504,3,2,1384,22732,2001,,,42.977857,-85.743424,175000
Condo/Co-op,108 Campau Ave NW #1806,Grand Rapids,MI,49503,2,2,976,,1990,,,42.963657,-85.673634,190000
Multi-Family (2-4 Unit),1209 Fay Ave NW,Grand Rapids,MI,49504,5,3,,14160,1980,93,,42.986908,-85.74614,189900
Single Family Residential,3400 Bromley Dr SE,Grand Rapids,MI,49508,4,3.5,2328,26136,1975,123,,42.902445,-85.616336,182500
Condo/Co-op,600 Broadway Ave NW #305,Grand Rapids,MI,49504,1,1,1000,,1900,294,260,42.9742096,-85.6792612,187000
Single Family Residential,730 Clover Ridge Ave NW,Grand Rapids,MI,49504,4,3,2667,21780,2000,65,,42.977293,-85.741127,199900
Single Family Residential,323 Woodmere Ave SE,Grand Rapids,MI,49506,5,2.5,3008,5470,1900,23,,42.95719,-85.6306649,200000
Condo/Co-op,940 Monroe Ave #454,Grand Rapids,MI,49503,2,1,1048,,1892,58,275,42.9792181,-85.671698,198900
Condo/Co-op,2014 Blue Bellway NW #54,Grand Rapids,MI,49504,2,2,1068,,1999,95,310,42.998664,-85.721279,177000
Condo/Co-op,600 Broadway Ave NW Unit 114B,Grand Rapids,MI,49504,1,1,1048,,1875,248,254,42.9742096,-85.6792612,185000
Condo/Co-op,600 Broadway Ave NW #311,Grand Rapids,MI,49504,2,2,833,,1900,126,243,42.9742096,-85.6792612,180000
Condo/Co-op,2040 Bryceway Ct NE #56,Grand Rapids,MI,49505,2,1,1391,,2000,121,275,42.9996106,-85.6162352,195000
Condo/Co-op,214 Fountain St NE #1,Grand Rapids,MI,49503,1,1.5,1170,,1900,73,326,42.965181,-85.662913,181500
Single Family Residential,540 Glenwood Ave SE,Grand Rapids,MI,49506,3,1.5,1573,7920,1910,185,,42.952391,-85.630062,193000
Condo/Co-op,40 Monroe Center St NW #310,Grand Rapids,MI,49503,1,1,765,,1875,7,134,42.9641963,-85.6683021,184000
Condo/Co-op,600 Broadway Ave NW #315,Grand Rapids,MI,49504,2,2,815,,1900,336,236,42.9742096,-85.6792612,182000
Single Family Residential,1417 Walwood Ter NE,Grand Rapids,MI,49505,3,2.5,2265,9583,1965,253,,42.988469,-85.616266,190000
Condo/Co-op,940 Monroe Ave NW Unit 406,Grand Rapids,MI,49503,0,1,1090,,1892,,,42.9792181,-85.671698,194900
Single Family Residential,1059 Nixon Ave NW,Walker,MI,49534,3,1.5,2200,40946,1956,301,,42.984124,-85.748524,180000
Multi-Family (2-4 Unit),2138 Madison SE,Grand Rapids,MI,49507,3,2,,6528,1925,276,,42.924243,-85.657362,180000
Condo/Co-op,2039 Payton Ln NE #13,Grand Rapids,MI,49505,2,2.5,2008,,2000,322,275,43.000135,-85.619296,200000
